id_compte,numero_compte,rib,iban,type_compte,devise,date_ouverture,statut,solde_actuel,id_entreprise,id_agence,id_conseiller,id_compte_courant_parent,date_dernier_mouvement,classification
1171,3148928447411802,0111743148928447411802,MA640111743148928447411802,COURANT,MAD,2009-06-29,INACTIF,3238607.84,949,4,22,,2022-05-22,Inactif
1172,9021335879999514,0117869021335879999514,MA640117869021335879999514,COURANT,MAD,2012-08-30,ACTIF,4368485.04,950,4,23,,2015-12-19,Inactif
1173,4629344169108933,0111144629344169108933,MA640111144629344169108933,COURANT,MAD,2006-07-03,ACTIF,2543793.15,951,4,22,,2006-07-25,Inactif
1174,7831156870002897,0119217831156870002897,MA640119217831156870002897,COURANT,MAD,2009-07-09,ACTIF,352567.81,952,4,23,,2017-11-21,Inactif
1175,2873166316734269,0117032873166316734269,MA640117032873166316734269,COURANT,MAD,2005-10-30,ACTIF,9858927.81,953,4,22,,2024-07-11,Faiblement actif
1176,3134537573031725,0118423134537573031725,MA640118423134537573031725,COURANT,MAD,2010-03-22,ACTIF,576304.59,954,4,23,,2014-11-22,Inactif
1177,3477542019712717,0115953477542019712717,MA640115953477542019712717,COURANT,MAD,2015-04-01,ACTIF,63315.86,955,4,22,,2016-12-23,Inactif
1178,8732380656832109,0116188732380656832109,MA640116188732380656832109,COURANT,MAD,2015-09-15,ACTIF,5570409.5,956,4,23,,2024-07-15,Faiblement actif
1179,6212479261090978,0118946212479261090978,MA640118946212479261090978,COURANT,MAD,2021-01-11,ACTIF,2470346.65,957,4,22,,2021-02-20,Inactif
1180,5478099375915047,0119965478099375915047,MA640119965478099375915047,DAT,MAD,2021-02-10,ACTIF,1267014.18,957,4,22,1179.0,2021-02-10,Actif
1181,3758702514137416,0118143758702514137416,MA640118143758702514137416,COURANT,MAD,2011-06-05,ACTIF,5940994.84,958,4,23,,2015-12-17,Inactif
1182,9547958964447074,0119419547958964447074,MA640119419547958964447074,DAT,MAD,2011-11-07,ACTIF,2189861.75,958,4,23,1181.0,2011-11-07,Actif
1183,8195486445831783,0115448195486445831783,MA640115448195486445831783,COURANT,MAD,2006-10-06,ACTIF,123794.44,959,4,22,,2020-08-03,Inactif
1184,6921561013706170,0119866921561013706170,MA640119866921561013706170,DAT,MAD,2007-06-20,ACTIF,48702.57,959,4,22,1183.0,2007-06-20,Actif
1185,1334121476937021,0111451334121476937021,MA640111451334121476937021,COURANT,MAD,2015-09-04,ACTIF,369501.68,960,4,23,,2018-09-23,Inactif
1186,4728280989356649,0111524728280989356649,MA640111524728280989356649,COURANT,MAD,2017-01-13,ACTIF,22086478.99,961,4,22,,2017-12-03,Inactif
1187,3643757162011959,0113903643757162011959,MA640113903643757162011959,DAT,MAD,2017-07-20,ACTIF,6435171.68,961,4,22,1186.0,2017-07-20,Actif
1188,6121434341992349,0119676121434341992349,MA640119676121434341992349,COURANT,MAD,2021-08-20,ACTIF,11410765.57,962,4,23,,2024-06-16,Inactif
1189,2064826658021410,0119952064826658021410,MA640119952064826658021410,DAT,MAD,2021-12-23,ACTIF,1435143.01,962,4,23,1188.0,2021-12-23,Actif
1190,1083366753625385,0114081083366753625385,MA640114081083366753625385,COURANT,MAD,2005-08-29,INACTIF,446557.38,963,4,22,,2011-05-18,Inactif
1191,7703804551286202,0116527703804551286202,MA640116527703804551286202,COURANT,MAD,2014-11-17,ACTIF,312154.82,964,4,23,,2015-08-18,Inactif
1192,9425750418525488,0113399425750418525488,MA640113399425750418525488,DAT,MAD,2015-06-20,ACTIF,81943.38,964,4,23,1191.0,2015-06-20,Actif
1193,7718535273099236,0116157718535273099236,MA640116157718535273099236,COURANT,MAD,2006-12-17,ACTIF,129092.81,965,4,22,,2010-11-04,Inactif
1194,3936720987341866,0113093936720987341866,MA640113093936720987341866,COURANT,MAD,2015-02-27,ACTIF,5007636.68,966,4,23,,2024-11-27,Actif
1195,3136948426464887,0119603136948426464887,MA640119603136948426464887,DAT,MAD,2015-12-22,ACTIF,1884252.22,966,4,23,1194.0,2015-12-22,Actif
1196,2649852938403396,0115722649852938403396,MA640115722649852938403396,COURANT,MAD,2015-03-13,ACTIF,3209028.25,967,4,22,,2024-11-07,Actif
1197,4470434057124706,0116234470434057124706,MA640116234470434057124706,COURANT,MAD,2014-05-21,ACTIF,247345.89,968,4,23,,2019-02-03,Inactif
1198,9949018145690986,0114729949018145690986,MA640114729949018145690986,DAT,MAD,2014-07-26,ACTIF,85253.59,968,4,23,1197.0,2014-07-26,Actif
1199,6098535762423804,0118126098535762423804,MA640118126098535762423804,COURANT,MAD,2017-02-12,ACTIF,1193583.54,969,4,22,,2017-03-12,Inactif
1200,5162315759738823,0115115162315759738823,MA640115115162315759738823,COURANT,MAD,2013-11-26,ACTIF,3659507.45,970,4,23,,2018-11-02,Inactif
1201,6361978759988419,0118696361978759988419,MA640118696361978759988419,DAT,MAD,2014-08-13,ACTIF,2272547.9,970,4,23,1200.0,2014-08-13,Actif
1202,4378366374512815,0115104378366374512815,MA640115104378366374512815,COURANT,MAD,2020-04-17,ACTIF,409128.68,971,4,22,,2022-07-03,Inactif
1203,9600143928747306,0114509600143928747306,MA640114509600143928747306,COURANT,MAD,2009-09-18,ACTIF,9168.22,972,4,23,,2022-11-10,Inactif
1204,8693713593645168,0113948693713593645168,MA640113948693713593645168,COURANT,MAD,2013-03-13,ACTIF,2286254.5,973,4,22,,2024-11-04,Actif
1205,8493532477280561,0117078493532477280561,MA640117078493532477280561,DAT,MAD,2013-06-19,ACTIF,988232.76,973,4,22,1204.0,2013-06-19,Actif
1206,2902444932362187,0113822902444932362187,MA640113822902444932362187,COURANT,MAD,2019-02-20,ACTIF,185478.91,974,4,23,,2019-03-12,Inactif
1207,1544820665586819,0114701544820665586819,MA640114701544820665586819,DAT,MAD,2019-12-30,ACTIF,80785.73,974,4,23,1206.0,2019-12-30,Actif
1208,4115992596618051,0119024115992596618051,MA640119024115992596618051,COURANT,MAD,2021-09-15,ACTIF,341168.11,975,4,22,,2024-08-27,Faiblement actif
1209,1828169960989790,0111351828169960989790,MA640111351828169960989790,DAT,MAD,2022-03-05,ACTIF,104585.42,975,4,22,1208.0,2022-03-05,Actif
1210,3713469788404125,0115423713469788404125,MA640115423713469788404125,COURANT,MAD,2017-11-03,INACTIF,274011.2,976,4,23,,2018-04-05,Inactif
1211,4317482517463809,0113634317482517463809,MA640113634317482517463809,DAT,MAD,2018-01-16,ACTIF,127189.94,976,4,23,1210.0,2018-01-16,Actif
1212,4208681242455784,0116804208681242455784,MA640116804208681242455784,COURANT,MAD,2017-08-30,ACTIF,130431.8,977,4,22,,2017-11-19,Inactif
1213,1287927063752009,0117841287927063752009,MA640117841287927063752009,COURANT,MAD,2014-12-02,ACTIF,60458.96,978,4,23,,2018-11-19,Inactif
1214,4886269857711604,0112364886269857711604,MA640112364886269857711604,COURANT,MAD,2017-04-07,ACTIF,174853.38,979,4,22,,2018-12-26,Inactif
1215,5649867271045275,0113595649867271045275,MA640113595649867271045275,COURANT,MAD,2017-04-22,ACTIF,30338.16,980,4,23,,2023-03-05,Inactif
1216,8331067636805812,0116858331067636805812,MA640116858331067636805812,DAT,MAD,2018-01-08,ACTIF,11697.61,980,4,23,1215.0,2018-01-08,Actif
1217,9814491842418399,0111919814491842418399,MA640111919814491842418399,COURANT,MAD,2014-05-12,ACTIF,6536652.48,981,4,22,,2018-01-15,Inactif
1218,9818776937290989,0113539818776937290989,MA640113539818776937290989,COURANT,MAD,2017-10-12,ACTIF,4299718.21,982,4,23,,2023-11-12,Inactif
1219,4359953319165963,0117804359953319165963,MA640117804359953319165963,COURANT,MAD,2011-03-27,INACTIF,7134849.3,983,4,22,,2021-08-21,Inactif
1220,2646407190531418,0111472646407190531418,MA640111472646407190531418,COURANT,MAD,2005-02-25,INACTIF,3337505.49,984,4,23,,2018-12-09,Inactif
1221,4539817866984581,0112324539817866984581,MA640112324539817866984581,COURANT,MAD,2019-08-24,ACTIF,77716434.62,985,4,22,,2024-11-18,Actif
1222,8944497236296768,0112728944497236296768,MA640112728944497236296768,COURANT,MAD,2021-01-08,ACTIF,318741.2,986,4,23,,2023-03-24,Inactif
1223,2569308875128666,0119562569308875128666,MA640119562569308875128666,COURANT,MAD,2010-01-30,ACTIF,3816487.89,987,4,22,,2023-04-24,Inactif
1224,9136316916524543,0118449136316916524543,MA640118449136316916524543,DAT,MAD,2010-12-15,ACTIF,1596646.55,987,4,22,1223.0,2010-12-15,Actif
1225,7636438420345276,0117707636438420345276,MA640117707636438420345276,COURANT,MAD,2009-10-14,ACTIF,995513.0,988,4,23,,2023-05-24,Inactif
1226,2707341011211767,0118582707341011211767,MA640118582707341011211767,COURANT,MAD,2020-02-12,ACTIF,99683996.14,989,4,22,,2021-03-02,Inactif
1227,5903382995488872,0118945903382995488872,MA640118945903382995488872,COURANT,MAD,2012-12-13,ACTIF,1672569.86,990,4,23,,2014-08-21,Inactif
1228,5090231346327630,0112755090231346327630,MA640112755090231346327630,COURANT,MAD,2005-12-31,ACTIF,450023.27,991,4,22,,2015-05-09,Inactif
1229,9484837741651456,0113229484837741651456,MA640113229484837741651456,COURANT,MAD,2021-07-27,ACTIF,10291197.66,992,4,23,,2024-12-10,Actif
1230,2764648461440401,0118492764648461440401,MA640118492764648461440401,COURANT,MAD,2015-09-10,ACTIF,4300104.21,993,4,22,,2017-02-16,Inactif
1231,1194528441543524,0113831194528441543524,MA640113831194528441543524,DAT,MAD,2015-11-25,ACTIF,2513218.12,993,4,22,1230.0,2015-11-25,Actif
1232,8989984180739836,0119758989984180739836,MA640119758989984180739836,COURANT,MAD,2015-10-13,ACTIF,31558.85,994,4,23,,2018-12-18,Inactif
1233,5650982316612943,0112945650982316612943,MA640112945650982316612943,COURANT,MAD,2007-03-12,ACTIF,1103304.25,995,4,22,,2018-02-18,Inactif
1234,4311847834708995,0113174311847834708995,MA640113174311847834708995,DAT,MAD,2008-02-12,ACTIF,576982.9,995,4,22,1233.0,2008-02-12,Actif
1235,9161799072495884,0116789161799072495884,MA640116789161799072495884,COURANT,MAD,2020-05-13,ACTIF,260168.23,996,4,23,,2020-07-02,Inactif
1236,9317951811613919,0111249317951811613919,MA640111249317951811613919,COURANT,MAD,2011-12-06,ACTIF,154628.56,997,4,22,,2022-06-05,Inactif
1237,4241709127343433,0118064241709127343433,MA640118064241709127343433,COURANT,MAD,2011-07-31,ACTIF,436248.39,998,4,23,,2022-07-18,Inactif
1238,6339676918706917,0115516339676918706917,MA640115516339676918706917,COURANT,MAD,2006-11-02,ACTIF,348555.58,999,4,22,,2016-08-25,Inactif
1239,2432630748668201,0116702432630748668201,MA640116702432630748668201,COURANT,MAD,2007-10-18,ACTIF,9475434.67,1000,4,23,,2018-04-18,Inactif
1240,4316025387859399,0117994316025387859399,MA640117994316025387859399,COURANT,MAD,2010-02-02,ACTIF,197868.78,1001,4,22,,2014-12-16,Inactif
1241,1684568128634240,0115731684568128634240,MA640115731684568128634240,COURANT,MAD,2017-07-06,INACTIF,435631.07,1002,4,23,,2018-04-14,Inactif
1242,3987464295441352,0119743987464295441352,MA640119743987464295441352,COURANT,MAD,2010-04-30,ACTIF,10723971.01,1003,4,22,,2015-12-04,Inactif
1243,9644078854367338,0117279644078854367338,MA640117279644078854367338,COURANT,MAD,2020-07-31,ACTIF,238912.13,1004,4,23,,2023-05-29,Inactif
1244,1937789527662714,0116781937789527662714,MA640116781937789527662714,COURANT,MAD,2020-05-10,INACTIF,167458.93,1005,4,22,,2023-09-26,Inactif
1245,2502193490599649,0115602502193490599649,MA640115602502193490599649,DAT,MAD,2020-09-30,ACTIF,58540.32,1005,4,22,1244.0,2020-09-30,Actif
1246,4253711586149672,0117134253711586149672,MA640117134253711586149672,COURANT,MAD,2009-06-30,ACTIF,59272.91,1006,4,23,,2017-08-17,Inactif
1247,2202218366562358,0111862202218366562358,MA640111862202218366562358,COURANT,MAD,2015-12-12,ACTIF,319603.94,1007,4,22,,2023-07-01,Inactif
1248,5364794990267569,0117695364794990267569,MA640117695364794990267569,COURANT,MAD,2005-07-14,ACTIF,8349009.49,1008,4,23,,2007-07-11,Inactif
1249,4584226348936750,0115014584226348936750,MA640115014584226348936750,COURANT,MAD,2013-12-11,ACTIF,5434802.96,1009,4,22,,2016-10-04,Inactif
1250,6615711088952166,0119276615711088952166,MA640119276615711088952166,DAT,MAD,2014-10-25,ACTIF,2923383.35,1009,4,22,1249.0,2014-10-25,Actif
1251,1100066094763944,0118241100066094763944,MA640118241100066094763944,COURANT,MAD,2020-07-19,ACTIF,57599.84,1010,4,23,,2020-11-11,Inactif
1252,7713918142074883,0115077713918142074883,MA640115077713918142074883,DAT,MAD,2021-04-01,ACTIF,13358.63,1010,4,23,1251.0,2021-04-01,Actif
1253,9418134278084751,0119679418134278084751,MA640119679418134278084751,COURANT,MAD,2014-04-27,ACTIF,162974.36,1011,4,22,,2024-06-09,Inactif
1254,9074334539299635,0111579074334539299635,MA640111579074334539299635,COURANT,MAD,2009-08-24,ACTIF,274956.71,1012,4,23,,2013-11-14,Inactif
1255,6677351038414751,0117816677351038414751,MA640117816677351038414751,COURANT,MAD,2009-06-02,ACTIF,14942.23,1013,4,22,,2023-08-22,Inactif
1256,7386674669853645,0117607386674669853645,MA640117607386674669853645,DAT,MAD,2010-02-04,ACTIF,9606.45,1013,4,22,1255.0,2010-02-04,Actif
1257,6545713826186057,0116646545713826186057,MA640116646545713826186057,COURANT,MAD,2006-11-21,ACTIF,442930.85,1014,4,23,,2017-08-22,Inactif
1258,4680487566526786,0113964680487566526786,MA640113964680487566526786,COURANT,MAD,2012-03-03,ACTIF,482143.87,1015,4,22,,2017-01-10,Inactif
1259,9994638665446571,0118789994638665446571,MA640118789994638665446571,COURANT,MAD,2009-10-22,INACTIF,410922.47,1016,4,23,,2021-08-28,Inactif
1260,3693696354680668,0118523693696354680668,MA640118523693696354680668,COURANT,MAD,2012-08-15,ACTIF,37203.69,1017,4,22,,2015-05-03,Inactif
1261,7907831159184207,0119377907831159184207,MA640119377907831159184207,COURANT,MAD,2005-09-27,INACTIF,32044634.52,1018,4,23,,2008-03-01,Inactif
1262,8601015858443297,0114678601015858443297,MA640114678601015858443297,COURANT,MAD,2016-12-15,ACTIF,5047005.56,1019,4,22,,2023-06-17,Inactif
1263,4069104739384006,0118874069104739384006,MA640118874069104739384006,COURANT,MAD,2016-10-03,ACTIF,355979.79,1020,4,23,,2021-10-10,Inactif
1264,4439827195554087,0116284439827195554087,MA640116284439827195554087,COURANT,MAD,2021-07-15,ACTIF,286837.6,1021,4,22,,2022-04-27,Inactif
1265,4564356155434240,0111944564356155434240,MA640111944564356155434240,COURANT,MAD,2014-06-25,ACTIF,1921714.7,1022,4,23,,2018-06-10,Inactif
1266,2751028040850239,0117562751028040850239,MA640117562751028040850239,COURANT,MAD,2015-04-30,ACTIF,3745834.73,1023,4,22,,2020-10-05,Inactif
1267,3481490993057632,0111583481490993057632,MA640111583481490993057632,COURANT,MAD,2012-02-26,ACTIF,242682.69,1024,4,23,,2022-09-26,Inactif
1268,3401663189233755,0112583401663189233755,MA640112583401663189233755,DAT,MAD,2012-12-01,ACTIF,12466.4,1024,4,23,1267.0,2012-12-01,Actif
1269,9568113929945410,0114709568113929945410,MA640114709568113929945410,COURANT,MAD,2010-02-08,ACTIF,4083061.39,1025,4,22,,2017-02-01,Inactif
1270,3230639491517881,0112563230639491517881,MA640112563230639491517881,DAT,MAD,2011-01-14,ACTIF,1556629.55,1025,4,22,1269.0,2011-01-14,Actif
1271,5101854586204237,0117835101854586204237,MA640117835101854586204237,COURANT,MAD,2008-05-26,ACTIF,47686194.62,1026,4,23,,2017-03-28,Inactif
1272,6805156996759860,0115716805156996759860,MA640115716805156996759860,DAT,MAD,2008-07-08,ACTIF,16471980.82,1026,4,23,1271.0,2008-07-08,Actif
1273,1730617083252007,0117171730617083252007,MA640117171730617083252007,COURANT,MAD,2012-09-03,ACTIF,335469.3,1027,4,22,,2023-03-02,Inactif
1274,7145928093711907,0115127145928093711907,MA640115127145928093711907,COURANT,MAD,2005-01-31,INACTIF,499367.08,1028,4,23,,2005-08-15,Inactif
1275,6263106060638442,0115416263106060638442,MA640115416263106060638442,COURANT,MAD,2013-02-03,ACTIF,255361.03,1029,4,22,,2020-01-06,Inactif
1276,9506485751513109,0116789506485751513109,MA640116789506485751513109,COURANT,MAD,2006-06-02,ACTIF,9299920.42,1030,4,23,,2011-02-19,Inactif
1277,1220116681051847,0118461220116681051847,MA640118461220116681051847,COURANT,MAD,2016-08-03,ACTIF,8800084.4,1031,4,22,,2020-04-03,Inactif
1278,3474466460600566,0115883474466460600566,MA640115883474466460600566,COURANT,MAD,2018-03-10,INACTIF,78925837.83,1032,4,23,,2022-06-14,Inactif
1279,7011959631319091,0114357011959631319091,MA640114357011959631319091,COURANT,MAD,2009-10-15,INACTIF,21860798.46,1033,4,22,,2020-09-23,Inactif
1280,9130084332232750,0116539130084332232750,MA640116539130084332232750,COURANT,MAD,2006-10-03,ACTIF,7206616.66,1034,4,23,,2017-05-17,Inactif
1281,4399940595635415,0113464399940595635415,MA640113464399940595635415,COURANT,MAD,2016-10-04,INACTIF,2100526.79,1035,4,22,,2019-07-30,Inactif
1282,2414053016170371,0115072414053016170371,MA640115072414053016170371,DAT,MAD,2017-06-04,ACTIF,677244.27,1035,4,22,1281.0,2017-06-04,Actif
1283,6185302721668101,0117136185302721668101,MA640117136185302721668101,COURANT,MAD,2011-12-10,ACTIF,593590.83,1036,4,23,,2024-03-15,Inactif
1284,7978696980031796,0118757978696980031796,MA640118757978696980031796,COURANT,MAD,2011-01-13,ACTIF,197579.2,1037,4,22,,2021-08-05,Inactif
1285,4363229991077021,0113784363229991077021,MA640113784363229991077021,DAT,MAD,2011-05-09,ACTIF,61455.76,1037,4,22,1284.0,2011-05-09,Actif
1286,4299199797242936,0118724299199797242936,MA640118724299199797242936,COURANT,MAD,2005-12-20,ACTIF,557658.14,1038,4,23,,2021-02-15,Inactif
1287,6598059221633669,0114316598059221633669,MA640114316598059221633669,COURANT,MAD,2016-01-31,ACTIF,262470.03,1039,4,22,,2018-08-28,Inactif
1288,9801648941586172,0118129801648941586172,MA640118129801648941586172,COURANT,MAD,2020-02-23,ACTIF,8515934.16,1040,4,23,,2020-09-17,Inactif
1289,7293683766482582,0113747293683766482582,MA640113747293683766482582,COURANT,MAD,2014-10-01,ACTIF,111977.23,1041,4,22,,2021-04-25,Inactif
1290,9086186043246036,0116059086186043246036,MA640116059086186043246036,COURANT,MAD,2019-06-07,ACTIF,8342530.63,1042,4,23,,2022-12-21,Inactif
1291,3146718113731650,0112613146718113731650,MA640112613146718113731650,COURANT,MAD,2006-06-17,ACTIF,12152023.18,1043,4,22,,2008-03-06,Inactif
1292,8783825623342070,0113468783825623342070,MA640113468783825623342070,COURANT,MAD,2010-07-06,ACTIF,230474.18,1044,4,23,,2018-09-02,Inactif
1293,6301304695518131,0113486301304695518131,MA640113486301304695518131,DAT,MAD,2010-11-12,ACTIF,152895.0,1044,4,23,1292.0,2010-11-12,Actif
1294,8967796184264439,0111048967796184264439,MA640111048967796184264439,COURANT,MAD,2010-01-13,ACTIF,4675054.72,1045,4,22,,2014-01-05,Inactif
1295,2640049483720984,0113502640049483720984,MA640113502640049483720984,DAT,MAD,2010-05-16,ACTIF,2947562.51,1045,4,22,1294.0,2010-05-16,Actif
1296,2508565734552779,0111352508565734552779,MA640111352508565734552779,COURANT,MAD,2006-05-19,ACTIF,299428.14,1046,4,23,,2020-05-03,Inactif
1297,9530931452976532,0115979530931452976532,MA640115979530931452976532,COURANT,MAD,2010-11-21,ACTIF,311248.08,1047,4,22,,2019-11-01,Inactif
1298,1076546624119550,0111071076546624119550,MA640111071076546624119550,DAT,MAD,2010-12-28,ACTIF,113595.92,1047,4,22,1297.0,2010-12-28,Actif
1299,2062769172131205,0118662062769172131205,MA640118662062769172131205,COURANT,MAD,2009-05-29,INACTIF,6595967.42,1048,4,23,,2017-11-04,Inactif
1300,5146085381081599,0114015146085381081599,MA640114015146085381081599,COURANT,MAD,2009-06-13,ACTIF,442369.53,1049,4,22,,2014-10-18,Inactif
1301,6002536819761723,0112166002536819761723,MA640112166002536819761723,COURANT,MAD,2007-04-06,ACTIF,8652297.28,1050,4,23,,2014-04-09,Inactif
1302,8414852570692728,0111598414852570692728,MA640111598414852570692728,COURANT,MAD,2018-12-02,ACTIF,3056369.13,1051,4,22,,2019-01-15,Inactif
1303,4416050217144245,0111334416050217144245,MA640111334416050217144245,DAT,MAD,2019-04-06,ACTIF,1353726.33,1051,4,22,1302.0,2019-04-06,Actif
1304,1129792283191073,0116321129792283191073,MA640116321129792283191073,COURANT,MAD,2012-12-28,ACTIF,22399.44,1052,4,23,,2017-07-10,Inactif
1305,3398755437500570,0112163398755437500570,MA640112163398755437500570,DAT,MAD,2013-12-21,ACTIF,5661.15,1052,4,23,1304.0,2013-12-21,Actif
1306,1335640460285730,0111121335640460285730,MA640111121335640460285730,COURANT,MAD,2005-07-24,ACTIF,6099951.14,1053,4,22,,2024-11-15,Actif
1307,2863376357016900,0113392863376357016900,MA640113392863376357016900,COURANT,MAD,2015-06-14,ACTIF,5273839.57,1054,4,23,,2017-07-18,Inactif
1308,9798517015762109,0112519798517015762109,MA640112519798517015762109,DAT,MAD,2016-01-14,ACTIF,1857029.47,1054,4,23,1307.0,2016-01-14,Actif
1309,8569873256482605,0115788569873256482605,MA640115788569873256482605,COURANT,MAD,2015-09-30,ACTIF,5509054.09,1055,4,22,,2023-11-18,Inactif
1310,6184560876317977,0112716184560876317977,MA640112716184560876317977,DAT,MAD,2016-02-17,ACTIF,3343098.27,1055,4,22,1309.0,2016-02-17,Actif
1311,7785198324873566,0115567785198324873566,MA640115567785198324873566,COURANT,MAD,2016-05-19,INACTIF,5131461.8,1056,4,23,,2017-08-24,Inactif
1312,8207728265221804,0119138207728265221804,MA640119138207728265221804,DAT,MAD,2017-02-12,ACTIF,1696907.4,1056,4,23,1311.0,2017-02-12,Actif
1313,5293069922864861,0112835293069922864861,MA640112835293069922864861,COURANT,MAD,2014-04-22,ACTIF,369743.16,1057,4,22,,2018-01-15,Inactif
1314,3290185132966864,0111163290185132966864,MA640111163290185132966864,COURANT,MAD,2015-04-14,ACTIF,1817762.52,1058,4,23,,2015-09-28,Inactif
1315,5536675438013349,0118025536675438013349,MA640118025536675438013349,DAT,MAD,2016-01-16,ACTIF,822474.12,1058,4,23,1314.0,2016-01-16,Actif
1316,3649274620415789,0114693649274620415789,MA640114693649274620415789,COURANT,MAD,2017-09-13,ACTIF,254207.33,1059,4,22,,2024-07-09,Faiblement actif
1317,9922034755998771,0111629922034755998771,MA640111629922034755998771,DAT,MAD,2017-11-20,ACTIF,67947.32,1059,4,22,1316.0,2017-11-20,Actif
1318,8081565544823837,0111028081565544823837,MA640111028081565544823837,COURANT,MAD,2006-07-31,ACTIF,3719396.83,1060,4,23,,2017-10-31,Inactif
1319,7664894577673602,0113387664894577673602,MA640113387664894577673602,COURANT,MAD,2013-03-27,ACTIF,209365.92,1061,4,22,,2018-11-08,Inactif
1320,9729676670331684,0111249729676670331684,MA640111249729676670331684,COURANT,MAD,2012-04-15,ACTIF,39696.48,1062,4,23,,2021-02-04,Inactif
1321,7844257341177793,0114477844257341177793,MA640114477844257341177793,DAT,MAD,2012-06-04,ACTIF,7937.34,1062,4,23,1320.0,2012-06-04,Actif
1322,7678011231933938,0111867678011231933938,MA640111867678011231933938,COURANT,MAD,2005-03-03,ACTIF,32871138.71,1063,4,22,,2015-01-29,Inactif
1323,8579380413462647,0112918579380413462647,MA640112918579380413462647,COURANT,MAD,2012-05-21,ACTIF,7316675.47,1064,4,23,,2015-01-11,Inactif
1324,1146058058453476,0112331146058058453476,MA640112331146058058453476,DAT,MAD,2012-10-18,ACTIF,2504143.18,1064,4,23,1323.0,2012-10-18,Actif
1325,3594127044308591,0119463594127044308591,MA640119463594127044308591,COURANT,MAD,2019-03-26,ACTIF,129845.4,1065,4,22,,2019-07-17,Inactif
1326,5883870913955424,0111405883870913955424,MA640111405883870913955424,COURANT,MAD,2020-10-09,ACTIF,151358.77,1066,4,23,,2021-10-10,Inactif
1327,7295666895635854,0111677295666895635854,MA640111677295666895635854,DAT,MAD,2020-12-10,ACTIF,43400.31,1066,4,23,1326.0,2020-12-10,Actif
1328,2042065021907190,0115862042065021907190,MA640115862042065021907190,COURANT,MAD,2016-08-08,ACTIF,358062.29,1067,4,22,,2021-10-08,Inactif
1329,8606659968469295,0115508606659968469295,MA640115508606659968469295,COURANT,MAD,2005-08-15,INACTIF,577577.65,1068,4,23,,2017-01-23,Inactif
1330,4417403817517599,0119124417403817517599,MA640119124417403817517599,COURANT,MAD,2013-08-31,ACTIF,247068.81,1069,4,22,,2023-09-16,Inactif
1331,4996501882883547,0117494996501882883547,MA640117494996501882883547,DAT,MAD,2014-03-06,ACTIF,70155.06,1069,4,22,1330.0,2014-03-06,Actif
1332,7995637326169254,0117737995637326169254,MA640117737995637326169254,COURANT,MAD,2010-03-09,ACTIF,343946.3,1070,4,23,,2023-02-20,Inactif
1333,5499893764609754,0119405499893764609754,MA640119405499893764609754,COURANT,MAD,2014-03-25,ACTIF,498413.21,1071,4,22,,2019-11-01,Inactif
1334,5540961527347145,0119815540961527347145,MA640119815540961527347145,COURANT,MAD,2011-11-10,ACTIF,747542.52,1072,4,23,,2017-11-13,Inactif
1335,6666210651127483,0115606666210651127483,MA640115606666210651127483,COURANT,MAD,2009-09-09,INACTIF,450756.73,1073,4,22,,2017-02-11,Inactif
1336,1538507727305539,0118761538507727305539,MA640118761538507727305539,DAT,MAD,2010-06-04,ACTIF,19477.18,1073,4,22,1335.0,2010-06-04,Actif
1337,4376683956977115,0111044376683956977115,MA640111044376683956977115,COURANT,MAD,2009-03-25,ACTIF,8854669.45,1074,4,23,,2014-05-22,Inactif
1338,3544721629967361,0114303544721629967361,MA640114303544721629967361,COURANT,MAD,2006-02-17,ACTIF,1705411.56,1075,4,22,,2007-06-17,Inactif
1339,8034812885702617,0113748034812885702617,MA640113748034812885702617,COURANT,MAD,2016-11-05,ACTIF,296087.74,1076,4,23,,2023-01-28,Inactif
1340,9313434791561957,0112759313434791561957,MA640112759313434791561957,COURANT,MAD,2016-05-18,ACTIF,7116660.32,1077,4,22,,2018-07-05,Inactif
1341,3193239444216939,0111163193239444216939,MA640111163193239444216939,COURANT,MAD,2019-11-15,ACTIF,351790.73,1078,4,23,,2020-01-15,Inactif
1342,9139321380935218,0113009139321380935218,MA640113009139321380935218,COURANT,MAD,2019-06-20,ACTIF,5795729.46,1079,4,22,,2021-03-12,Inactif
1343,4120812752828222,0116704120812752828222,MA640116704120812752828222,COURANT,MAD,2018-03-10,ACTIF,101276.51,1080,4,23,,2022-08-05,Inactif
1344,2039392784232291,0117172039392784232291,MA640117172039392784232291,DAT,MAD,2018-08-09,ACTIF,45292.34,1080,4,23,1343.0,2018-08-09,Actif
1345,3228304530873661,0115143228304530873661,MA640115143228304530873661,COURANT,MAD,2008-04-07,INACTIF,7357122.87,1081,4,22,,2018-11-18,Inactif
1346,1039902562402501,0114191039902562402501,MA640114191039902562402501,COURANT,MAD,2015-06-08,INACTIF,433927.82,1082,4,23,,2022-07-04,Inactif
1347,4513863327876801,0112194513863327876801,MA640112194513863327876801,COURANT,MAD,2021-02-06,ACTIF,166588.19,1083,4,22,,2021-08-13,Inactif
1348,5608614933763606,0118055608614933763606,MA640118055608614933763606,DAT,MAD,2021-07-16,ACTIF,72116.85,1083,4,22,1347.0,2021-07-16,Actif
1349,8089099384706226,0112758089099384706226,MA640112758089099384706226,COURANT,MAD,2017-04-14,ACTIF,9725693.14,1084,4,23,,2021-12-27,Inactif
